"team","n_members","degree","page_rank","constraint","density","inv_constraint","effeciency_score","innovation_score"
78,110,16.8818181818182,2.00834267533445e-05,0.222596033854564,0.131442869057548,0.480154674587338,0.12220505899496,0.847836320184076
79,15,9.13333333333333,1.40079909345839e-05,0.217506433770589,0.609523809523809,0.485244274671313,0.520148438394053,0.550501310685048
80,140,18.3214285714286,1.57328653211575e-05,0.134014679063284,0.0889003083247688,0.568736029378618,0.160123002564605,0.930264321162667
81,4,2.5,1.27666000627464e-05,0.461551731124188,0.666666666666667,0.241198977317714,0.366213994065764,0.361166379720311
82,21,11.3333333333333,1.76657691657427e-05,0.193518284457171,0.528571428571429,0.509232423984731,0.473232211222035,0.616469735261692
83,96,22.8854166666667,1.74124186074201e-05,0.109340603558632,0.219078947368421,0.593410104883271,0.287661019402923,0.863941330182102
84,225,22.9644444444444,1.73125867645246e-05,0.110575270188002,0.0947619047619048,0.5921754382539,0.184255560523407,0.941314204283242
85,13,7.61538461538461,1.19741959692715e-05,0.210574958116369,0.461538461538462,0.492175750325533,0.40397526573155,0.647886170186284
86,5,3.8,7.60643968832694e-06,0.352124849513285,0.5,0.350625858928617,0.319070818748767,0.534726169913049
87,24,10.8333333333333,1.15483778467382e-05,0.163600798976345,0.333333333333333,0.539149909465558,0.337072746582063,0.758008556411591
88,9,5.55555555555556,1.07666503586826e-05,0.284376653375652,0.555555555555556,0.41837405506625,0.420624840617516,0.542390789946812
89,14,10,1.43513180371412e-05,0.189240603457245,0.516483516483517,0.513510104984658,0.466799638264459,0.626757584870728
90,74,20.4054054054054,1.59666895771892e-05,0.111853780708058,0.235838578304332,0.590896927733845,0.299394520286049,0.851825927455078
91,116,38.051724137931,1.78720373472111e-05,0.0707669566432435,0.32023988005997,0.631983751798659,0.402747611322148,0.824597288078219
92,4,2.5,9.74295264134533e-06,0.453944050250895,0.666666666666667,0.248806658191007,0.372479744938448,0.365948771429423
93,23,12.0434782608696,1.57197138369855e-05,0.175039734541311,0.494071146245059,0.527710973900591,0.460036575718254,0.649773646439556
94,49,19.3673469387755,1.48742243937097e-05,0.105619960418287,0.33843537414966,0.597130748023616,0.389028344230628,0.791249583226432
95,14,9.92857142857143,1.23547134140297e-05,0.172312972135135,0.538461538461538,0.530437736306767,0.498842666248641,0.623582774202026
96,14,9,1.66107622997052e-05,0.224910270563026,0.648351648351648,0.477840437878876,0.546029514566394,0.521438842652123
97,11,6.45454545454545,1.13965405347772e-05,0.259081792363257,0.545454545454545,0.443668916078645,0.433138625855492,0.564641581399409
98,37,22,1.81712120803502e-05,0.12115386749112,0.585585585585586,0.581596840950782,0.579789508554128,0.626119319300419
99,160,31.41875,1.72441167148787e-05,0.0801178897980511,0.172248427672956,0.622632818643851,0.273159080212773,0.911750427223517
100,85,43.3294117647059,2.23603103718996e-05,0.098139166114221,0.46218487394958,0.604611542327681,0.497110734054738,0.718159964661516
101,12,8.75,1.39784497921811e-05,0.199329498739062,0.545454545454545,0.50342120970284,0.482351124665085,0.602203471598032
102,16,7.0625,1.23206180425535e-05,0.238909252897559,0.35,0.463841455544344,0.288774870292871,0.700190535194609
103,57,27.9824561403509,2.06277780470863e-05,0.10171780971512,0.400375939849624,0.601032898726782,0.443256967201803,0.754765082980753
104,15,8.2,1.45161286562132e-05,0.230882308779179,0.542857142857143,0.471868399662723,0.454224718181991,0.584001327896903
105,6,2.83333333333333,1.30893614011938e-05,0.42454970729389,0.533333333333333,0.278201001148012,0.286874705702027,0.468243741854118
106,75,26.36,1.69022962162099e-05,0.0983733077300973,0.286126126126126,0.604377400711805,0.35191440625788,0.828688015586591
107,229,35.6724890829694,2.23806309765004e-05,0.0841010490709864,0.134451850149391,0.618649659370916,0.238748932540545,0.933006446474566
108,234,30.525641025641,1.82852532696286e-05,0.0902339815659878,0.118997835736033,0.612516726875914,0.220969738896333,0.938865927915591
109,30,12.6,1.59999999999811e-05,0.193118081264668,0.43448275862069,0.509632627177234,0.396069590690505,0.675867968580067
110,22,16.3636363636364,1.24021078613594e-05,0.124739439194497,0.61038961038961,0.578011269247405,0.597265207554479,0.608272859489168
111,4,2.5,1.02858486555824e-05,0.455589304352059,0.666666666666667,0.247161404089844,0.371124699624134,0.364914520689437
112,21,10.8571428571429,1.60000000000046e-05,0.208837644421266,0.542857142857143,0.493913064020636,0.472380891822703,0.597859193626464
113,147,44.6054421768707,2.07481865939775e-05,0.0774032903387096,0.275929549902153,0.625347418103193,0.360787504317699,0.848280170067022
114,12,7.91666666666667,1.26420066832698e-05,0.229305302006785,0.575757575757576,0.473445406435117,0.482620631643124,0.564310584303595
115,21,11.8095238095238,1.06555044087273e-05,0.148685133834071,0.433333333333333,0.554065574607832,0.431718268803955,0.704522267439169
116,26,10.5384615384615,1.21230893835004e-05,0.17052174498695,0.286153846153846,0.532228963454953,0.292515168245223,0.783316152341766
117,9,5.44444444444444,1.40541252875862e-05,0.314556248298395,0.527777777777778,0.388194460143507,0.372890653994149,0.540880943438764
118,89,24.685393258427,1.55462527883778e-05,0.101457746565931,0.245403472931563,0.601292961875971,0.315834511518497,0.852348403987855
119,45,15.6666666666667,1.75158969326211e-05,0.156466362907599,0.273737373737374,0.546284345534303,0.293864988226038,0.799957068223251
120,69,37.5797101449275,1.63174362127216e-05,0.0929244701317766,0.540494458653026,0.609826238310126,0.565902044220649,0.672210562258876
121,20,8.3,1.3844986786903e-05,0.212880692041559,0.384210526315789,0.489870016400343,0.338388296421374,0.695047132831807
122,89,17.3483146067416,1.70798780428383e-05,0.140902748887209,0.139172625127681,0.561847959554693,0.195854638512116,0.894331773038377
123,63,18.1746031746032,2.27192702523445e-05,0.153247948439428,0.22836661546339,0.549502760002474,0.259147958242018,0.830501522012113
124,17,10.6470588235294,1.41748677273596e-05,0.154867206417565,0.441176470588235,0.547883502024338,0.433086335838811,0.695705645348044
125,13,6.76923076923077,1.27978409871689e-05,0.257130609805199,0.474358974358974,0.445620098636703,0.376190717546001,0.610560724811042
126,121,27.5537190082645,2.05757503576805e-05,0.0976698029001018,0.210743801652893,0.6050809055418,0.290408293272343,0.876517603249512
127,53,35.7735849056604,1.94190924401369e-05,0.0805193112361663,0.64078374455733,0.622231397205736,0.658718150418082,0.616964249043451
128,44,37.0227272727273,2.28609393566132e-05,0.0792494793543492,0.733615221987315,0.623501229087553,0.736220791598923,0.559406149297254
129,30,14.3333333333333,1.17832456651758e-05,0.14507626007737,0.367816091954023,0.557674448364532,0.380730009054577,0.747976792598096
130,24,9,1.50973052799388e-05,0.22796389979058,0.271739130434783,0.474786808651322,0.233333236631016,0.756267953111335
131,9,6.22222222222222,9.1087234364939e-06,0.24588910813486,0.472222222222222,0.456861600307042,0.383689466939646,0.618970653034246
132,24,15.0833333333333,1.45495015685667e-05,0.13539246028087,0.594202898550725,0.567358248161032,0.575159774532252,0.611751485527297
133,102,19.9803921568627,1.92501738069913e-05,0.130619069892603,0.134342846049311,0.572131638549299,0.200346517013441,0.903832497081358
134,21,9.57142857142857,1.08121664898705e-05,0.188204058523096,0.347619047619048,0.514546649918806,0.328575128280242,0.73356190714622
135,17,8.58823529411765,1.5159326254662e-05,0.227947854620234,0.426470588235294,0.474802853821668,0.360784600316528,0.659009705958531
136,29,9.20689655172414,1.52320309763863e-05,0.21414846316144,0.310344827586207,0.488602245280462,0.276507729647112,0.740684132185736
137,127,23.6377952755906,1.75908653534879e-05,0.0920753986539873,0.142607174103237,0.610675309787915,0.238897984576368,0.922866902206338
138,11,7.63636363636364,1.50172477580759e-05,0.223249315514586,0.618181818181818,0.479501392927316,0.522549361791034,0.541448525741852
139,19,8.63157894736842,1.15230751120206e-05,0.220450638458824,0.321637426900585,0.482300069983078,0.280617885443646,0.729623586189073
140,41,16.1707317073171,1.56389113892876e-05,0.141667863924443,0.342682926829268,0.561082844517459,0.362837303983054,0.765918781529136
141,14,8,1.60000000000008e-05,0.250894143517412,0.615384615384615,0.45185656492449,0.4974770455059,0.52582864384175
142,57,34.6315789473684,1.7560740810986e-05,0.0846124717512088,0.536340852130326,0.618138236690693,0.569326931232388,0.680046774966975
143,10,6,8.86306807270347e-06,0.258229876082472,0.444444444444444,0.44452083235943,0.350647490406147,0.62867477036709
144,15,9.13333333333333,1.48921471859975e-05,0.210169601012515,0.619047619047619,0.492581107429388,0.534035007225115,0.549126518586553
145,10,6,1.73099312839562e-05,0.344557220020466,0.6,0.358193488421436,0.407664436119508,0.476620709164957
146,18,12.2777777777778,1.52602576186462e-05,0.16618143441221,0.640522875816994,0.536569274029692,0.587951241217975,0.563278735946432
147,89,57.3707865168539,2.0645586184837e-05,0.0535963069879871,0.602655771195097,0.649154401453915,0.649489642259801,0.657857033740271
148,21,12.8095238095238,1.24532050227302e-05,0.158194886775634,0.471428571428571,0.544555821666268,0.455261518255507,0.674596496598019
149,23,7.56521739130435,1.25422646176898e-05,0.244251322901665,0.25296442687747,0.458499385540238,0.204455769972035,0.757831524136775
150,31,20.5806451612903,1.65168349414589e-05,0.128681990234366,0.544086021505376,0.574068718207536,0.539409887403327,0.647474676090794
151,5,3,8.94312319322387e-06,0.376917495360088,0.5,0.325833213081814,0.298651384109217,0.519140849508648
152,49,42.0204081632653,1.86205988829812e-05,0.0623748527394328,0.850340136054422,0.640375855702469,0.846254513118092,0.496637587521721
153,12,9,1.22980146620584e-05,0.202731274827528,0.545454545454545,0.500019433614374,0.479549392856143,0.600065024148317
154,21,11.2857142857143,1.51417782907115e-05,0.187051697819599,0.404761904761905,0.515699010622303,0.376587567048066,0.69836478328937
155,5,2.6,8.95193864954173e-06,0.43586408598354,0.5,0.266886622458362,0.250102469164944,0.482085445769557
156,103,20.0194174757282,1.53734932719628e-05,0.119556051215381,0.13497049305159,0.583194657226521,0.209975049006777,0.910392450871605
157,15,9,1.40536805622296e-05,0.20728487161926,0.457142857142857,0.495465836822642,0.40306475175855,0.652717601080441
158,21,10.0952380952381,1.56207798158388e-05,0.228225078527023,0.457142857142857,0.474525629914879,0.385818218696534,0.639554026849252
159,52,20.4038461538462,2.04821007920825e-05,0.132324692317268,0.306184012066365,0.570426016124634,0.340471602238949,0.794736343337531
160,64,31.078125,1.94360059211821e-05,0.101629362584257,0.469246031746032,0.601121345857645,0.500051808269071,0.711527101111587
161,11,7.90909090909091,1.03716576610399e-05,0.216069834471166,0.563636363636364,0.486680873970736,0.483538341908774,0.580250471449381
162,48,29.4375,2.20394051823539e-05,0.0930939500360401,0.449468085106383,0.609656758405862,0.490792361274933,0.729325636104361
163,92,48.5978260869565,1.75925387351374e-05,0.0738289355340691,0.526278069756331,0.628921772907833,0.569920550246761,0.693151328490736
164,47,13.8936170212766,1.42721500028807e-05,0.145271807568457,0.258094357076781,0.557478900873445,0.290201197529344,0.81682788391096
165,12,6.5,9.31704064835417e-06,0.205408239874581,0.333333333333333,0.497342468567321,0.302639781575285,0.731727280677113
166,85,19.2117647058824,1.87242639245661e-05,0.141535541060152,0.16750700280112,0.56121516738175,0.218669900668262,0.876122235175648
167,206,26.3592233009709,1.87423213231589e-05,0.106266726361785,0.112716078617097,0.596483982080117,0.202591324741687,0.932736196214413
168,55,23.3090909090909,2.31824360747595e-05,0.100289374976697,0.343434343434343,0.602461333465205,0.397535853630477,0.791458046013687
169,18,10.6666666666667,1.03558377452048e-05,0.173373167272997,0.431372549019608,0.529377541168905,0.409770075146692,0.690235310665147
170,16,8.375,1.26777340841264e-05,0.210089962242122,0.433333333333333,0.49266074619978,0.381144728247666,0.665921549668654
171,16,6.75,1.74033248923452e-05,0.270492187546856,0.408333333333333,0.432258520895047,0.310806726871866,0.643666763801408
172,95,20.6105263157895,1.79799989110235e-05,0.108898039931426,0.177155655095185,0.593852668510476,0.25349713739443,0.89057364052506
173,15,9.13333333333333,1.47367701879491e-05,0.192941094646677,0.447619047619048,0.509809613795225,0.407034518071235,0.667721404431022
174,31,12.8709677419355,1.63047229305879e-05,0.166668893684446,0.283870967741935,0.536081814757457,0.293808211312245,0.787173236176418
175,16,7.5625,1.57390517072202e-05,0.242039988702963,0.5,0.460710719738939,0.409737649308532,0.603928458285351
176,26,13.8076923076923,1.51862498497449e-05,0.146275193180313,0.390769230769231,0.556475515261589,0.398646958476665,0.732794154101162
177,5,3.4,1.39667866018331e-05,0.410598873743168,0.7,0.292151834698734,0.435632819831402,0.372242483874465
178,45,24.6,1.52210108793732e-05,0.0925874090819906,0.482828282828283,0.610163299359912,0.518685296184801,0.708672948595851
179,23,19.5217391304348,1.833610765322e-05,0.138651723065417,0.841897233201581,0.564098985376485,0.776478585135577,0.45399534094976
180,47,17.2340425531915,1.52652951632695e-05,0.120704382124303,0.287696577243293,0.582046326317599,0.334815779806259,0.813662877263295
181,4,2.5,1.20088947239368e-05,0.406672143045029,0.666666666666667,0.296078565396873,0.411413291016651,0.395665156864162
182,15,7.66666666666667,1.4381506291543e-05,0.233647134850379,0.523809523809524,0.469103573591524,0.436259802287792,0.594237127140926
183,60,38.0333333333333,1.73742361759575e-05,0.0840091447947987,0.596045197740113,0.618741563647104,0.618996844876867,0.642894293637188
184,72,24.0277777777778,1.92517142642984e-05,0.11004214538692,0.320031298904538,0.592708563054982,0.370228441574807,0.800038973482105
185,49,42.8775510204082,1.93809365849859e-05,0.0770734391782829,0.77891156462585,0.625677269263619,0.775319451098852,0.532299573663297
186,34,14.2941176470588,1.26251040410575e-05,0.153579669383435,0.340463458110517,0.549171039058467,0.35119866600835,0.75982591937568
187,6,3.33333333333333,1.21567507692611e-05,0.400865821091159,0.533333333333333,0.301884887350743,0.306380956439262,0.483132066285959
188,41,20.5853658536585,1.80900216998545e-05,0.1131473397153,0.46219512195122,0.589603368726602,0.48475831457523,0.708718983086048
189,82,18.2560975609756,1.62503794032306e-05,0.112627090380866,0.159590484793737,0.590123618061036,0.235959035510924,0.899271395592417
190,13,9.15384615384615,1.49413134453248e-05,0.225528261965694,0.743589743589744,0.477222446476209,0.623959439343023,0.461181142355041
191,110,26.0909090909091,1.75216928992268e-05,0.0858353834258815,0.207005838198499,0.616915325016021,0.297076603525731,0.88630681973339
192,33,18.8787878787879,1.87039369904665e-05,0.103150919349582,0.428030303030303,0.59959978909232,0.464853015330854,0.736479919453653
193,15,10,1.41897422331398e-05,0.187123890319678,0.533333333333333,0.515626818122224,0.482420634176292,0.617495961753714
194,44,16.4772727272727,1.89151833890853e-05,0.133077277334392,0.291754756871036,0.56967343110751,0.327967709115084,0.803333864074518
195,22,12.3636363636364,2.01787339495406e-05,0.18330737338291,0.502164502164502,0.519443335058992,0.459893034816659,0.639488687461753
196,27,15.037037037037,1.48093130046732e-05,0.188338851562908,0.464387464387464,0.514411856878995,0.424635575850716,0.660073422196997
197,11,6.36363636363636,1.60111486841445e-05,0.303659946127693,0.472727272727273,0.399090762314209,0.336524875797796,0.58233687059316
198,7,3.71428571428571,1.47730860336192e-05,0.416586466329706,0.571428571428571,0.286164242112196,0.324808862006375,0.449301962400089
199,19,10.4210526315789,1.4983269894949e-05,0.185806248431809,0.532163742690059,0.516944460010093,0.482542570444449,0.619059502658451
200,27,20.8888888888889,1.84588254575045e-05,0.103094163138397,0.641025641025641,0.599656545303506,0.640324537787598,0.602621030649625
201,33,13.5151515151515,1.90807677417457e-05,0.165023628795196,0.333333333333333,0.537727079646707,0.335900891804289,0.757114127525511
202,23,9.65217391304348,1.65343435876937e-05,0.20675808830086,0.434782608695652,0.495992620141042,0.385082523604791,0.667105001496547
203,24,14.0833333333333,1.19174896003069e-05,0.142131680580618,0.442028985507246,0.560619027861285,0.444277562132701,0.703175623892061
204,95,27.8105263157895,2.04292041357594e-05,0.0830516914078633,0.229787234042553,0.619699017034039,0.318132227999198,0.873735728152163
205,22,11.9090909090909,1.33027819707255e-05,0.171177215623654,0.367965367965368,0.531573492818249,0.359355984381105,0.731475194824168
206,30,23.4,1.73438508174534e-05,0.111859893099656,0.645977011494253,0.590890815342246,0.637182998766989,0.593998094374896
207,59,34.2881355932203,1.92961339586472e-05,0.0640587111104893,0.528345996493279,0.638691997331413,0.579670552540554,0.697993198859796
208,9,5.11111111111111,1.05443074548965e-05,0.302148018168993,0.527777777777778,0.400602690272909,0.383110178190373,0.548681088829184
209,116,80.7931034482759,1.91924916762748e-05,0.0340717304473059,0.684257871064468,0.668678977994596,0.732778435720152,0.618833441947461
210,16,9.8125,1.47036837643872e-05,0.201532306526447,0.558333333333333,0.501218401915456,0.491143952951206,0.592722777116315
211,54,30.1851851851852,1.78801793259021e-05,0.0872838964051363,0.543675751222921,0.615466812036766,0.57316780856682,0.673756532181942
212,3,2,7.53831916985186e-06,0.454902355259261,0.666666666666667,0.247848353182642,0.371690476757715,0.365346355265662
213,22,15.9090909090909,1.57579913016223e-05,0.137513881586481,0.554112554112554,0.565236826855422,0.540393804133159,0.635619766310541
214,5,4.2,1.74366980372406e-05,0.458734097451,0.5,0.244016610990902,0.231266532603305,0.467708744768172
215,6,4.16666666666667,1.14942635352102e-05,0.335978731630628,0.6,0.366771976811275,0.414729752345329,0.482013376448926
216,104,44.3076923076923,2.14954175698505e-05,0.0560988329127659,0.383681852128454,0.646651875529136,0.467079752623701,0.79393674226957
217,43,14.4186046511628,1.33351914561354e-05,0.157952354227005,0.234772978959025,0.544798354214897,0.260549705130742,0.823516995217826
218,5,3.2,1.11293039368386e-05,0.425987653561886,0.7,0.276763054880017,0.422958489482298,0.362568685217013
219,15,9.93333333333333,1.07018397022863e-05,0.177862692434969,0.533333333333333,0.524888016006934,0.490048235766671,0.623317798489238
220,38,23.4210526315789,1.80909798059405e-05,0.106597442394675,0.492176386913229,0.596153266047227,0.514845691499273,0.693989398576964
221,68,21.3823529411765,1.71357082733499e-05,0.114763855933101,0.280509218612818,0.587986852508801,0.333788877971839,0.821915416844676
222,32,16.03125,1.47745140230602e-05,0.146745960318241,0.403225806451613,0.556004748123662,0.408518572651609,0.724667680586515
223,26,11.5384615384615,1.24625237780774e-05,0.196466083292853,0.353846153846154,0.506284625149049,0.32689915200747,0.724453651804583
224,9,6.44444444444444,1.16710977009729e-05,0.24118739048183,0.555555555555556,0.461563317960072,0.456195886008965,0.56954071595267
225,32,11.25,1.09387049184978e-05,0.157848060332751,0.23991935483871,0.544902648109151,0.264874201552999,0.820347407601653
